id,title,brand,retailer,price,original_price,currency,image,url,color,sizes,category,match_type,availability,scraped_at,source_url
manual-upper-032,Sculpted square tank,Urbanic,Urbanic,990,,INR,https://images.unsplash.com/photo-1594633312681-425c7b97ccd1?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=sculpted%20square%20tank,Pearl,"XS,S,M,L",upper-wear
manual-lower-001,High rise straight jeans,Levis,Myntra,3199,4599,INR,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/high-rise-straight-jeans,Indigo,"26,28,30,32",lower-wear
manual-lower-002,Vintage straight jeans,H&M,H&M,2299,,INR,https://images.unsplash.com/photo-1475178626620-a4d074967452?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=vintage%20straight%20jeans,Deep Blue,"26,28,30,32",lower-wear
manual-lower-003,Full length slim jeans,Zara,Zara,2990,,INR,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=full%20length%20jeans,Washed Navy,"26,28,30,32",lower-wear
manual-lower-004,Panelled relaxed denim jeans,Urbanic,Urbanic,1990,2490,INR,https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=relaxed%20denim%20jeans,Blue,"26,28,30,32",lower-wear
manual-lower-005,Pleated wide leg trousers,Marks & Spencer,Myntra,3499,4999,INR,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/pleated-wide-leg-trousers,Ivory,"XS,S,M,L",lower-wear
manual-lower-006,Linen blend pull on trousers,H&M,H&M,2299,,INR,https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=linen%20blend%20trousers,Natural White,"XS,S,M,L",lower-wear
manual-lower-007,Flowing palazzo pants,Zara,Zara,3290,,INR,https://images.unsplash.com/photo-1529139574466-a303027c1d8b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=flowing%20palazzo%20pants,Ecru,"XS,S,M,L",lower-wear
manual-lower-008,Tailored foldover trousers,Urbanic,Urbanic,2090,,INR,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=tailored%20foldover%20trousers,Cream,"XS,S,M,L",lower-wear
manual-lower-009,Slim tapered charcoal trousers,Selected Homme,Myntra,2799,3999,INR,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/charcoal-slim-tapered-trousers,Charcoal,"30,32,34,36",lower-wear
manual-lower-010,Relaxed twill trousers,H&M,H&M,1999,,INR,https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=relaxed%20twill%20trousers,Dark Grey,"30,32,34,36",lower-wear
manual-lower-011,Pleated technical trousers,Zara,Zara,4290,,INR,https://images.unsplash.com/photo-1506629905607-d9d297d14c76?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=pleated%20technical%20trousers,Graphite,"30,32,34,36",lower-wear
manual-lower-012,Clean ankle trousers,Urbanic,Urbanic,1690,,INR,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=clean%20ankle%20trousers,Coal,"30,32,34,36",lower-wear
manual-lower-013,Satin bias cut midi skirt,MANGO,Myntra,3490,,INR,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/black-satin-midi-skirt,Black,"XS,S,M,L",lower-wear
manual-lower-014,A line jersey skirt,H&M,H&M,1299,,INR,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=black%20a%20line%20skirt,Black,"XS,S,M,L",lower-wear
manual-lower-015,High waist pencil skirt,Zara,Zara,2990,,INR,https://images.unsplash.com/photo-1581044777550-4cfa60707c03?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=black%20pencil%20skirt,Black,"XS,S,M,L",lower-wear
manual-lower-016,Flowy slit midi skirt,Urbanic,Urbanic,1790,,INR,https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=flowy%20slit%20midi%20skirt,Onyx,"XS,S,M,L",lower-wear
manual-lower-017,Tailored black mini skirt,H&M,Myntra,1499,,INR,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/black-tailored-mini-skirt,Black,"XS,S,M,L",lower-wear
manual-lower-018,Twill wrap skort,H&M,H&M,1299,,INR,https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=twill%20wrap%20skort,Black,"XS,S,M,L",lower-wear
manual-lower-019,Pleated mini skirt,Zara,Zara,2790,,INR,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=pleated%20mini%20skirt,Black,"XS,S,M,L",lower-wear
manual-lower-020,Low rise cargo mini skirt,Urbanic,Urbanic,1690,,INR,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=low%20rise%20cargo%20mini%20skirt,Washed Black,"XS,S,M,L",lower-wear
manual-lower-021,Straight tailored trousers,MANGO,Myntra,3590,,INR,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/black-straight-tailored-trousers,Black,"XS,S,M,L",lower-wear
manual-lower-022,Wide suit trousers,H&M,H&M,2699,,INR,https://images.unsplash.com/photo-1506629905607-d9d297d14c76?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=wide%20suit%20trousers,Black,"XS,S,M,L",lower-wear
manual-lower-023,High waist relaxed pants,Zara,Zara,3990,,INR,https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=high%20waist%20relaxed%20pants,Black,"XS,S,M,L",lower-wear
manual-lower-024,Pleated long trousers,Urbanic,Urbanic,2290,,INR,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=pleated%20long%20trousers,Black,"XS,S,M,L",lower-wear
manual-lower-025,A line denim midi skirt,Levis,Myntra,2999,,INR,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/a-line-denim-midi-skirt,Indigo,"XS,S,M,L",lower-wear
manual-lower-026,Denim pencil skirt,H&M,H&M,1899,,INR,https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=denim%20pencil%20skirt,Dark Denim,"XS,S,M,L",lower-wear
manual-lower-027,Long denim skirt,Zara,Zara,3590,,INR,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=long%20denim%20skirt,Blue,"XS,S,M,L",lower-wear
manual-lower-028,Slit denim midi skirt,Urbanic,Urbanic,2190,,INR,https://images.unsplash.com/photo-1475178626620-a4d074967452?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=slit%20denim%20midi%20skirt,Navy,"XS,S,M,L",lower-wear
manual-lower-029,Straight cargo trousers,MANGO,Myntra,3290,,INR,https://images.unsplash.com/photo-1506629905607-d9d297d14c76?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/straight-cargo-trousers,Olive,"XS,S,M,L",lower-wear
manual-lower-030,Parachute cargo pants,H&M,H&M,2299,,INR,https://images.unsplash.com/photo-1542272604-787c3835535d?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/search-results.html?q=parachute%20cargo%20pants,Khaki Green,"XS,S,M,L",lower-wear
manual-lower-031,Utility pocket trousers,Zara,Zara,3990,,INR,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/search?searchTerm=utility%20pocket%20trousers,Army Green,"XS,S,M,L",lower-wear
manual-lower-032,Relaxed low rise cargo pants,Urbanic,Urbanic,2090,,INR,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.urbanic.com/search?q=relaxed%20low%20rise%20cargo%20pants,Olive,"XS,S,M,L",lower-wear
scrape-upper-001,Halterneck vest top - dark brown,H&M,H&M,699,999,INR,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/productpage.1293336003.html,Dark brown,"XXS,XS,S,M,L,XL,XXL",upper-wear,Exact,Available,2026-07-28,https://www2.hm.com/en_in/productpage.1293336003.html
scrape-upper-002,Linen blend halter top - dark brown,Zara,Zara,1600,2350,INR,https://images.unsplash.com/photo-1581044777550-4cfa60707c03?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/linen-blend-halter-top-p02638723.html,Dark brown,"S,M,L",upper-wear,Exact,Few items left,2026-07-28,https://www.zara.com/in/en/linen-blend-halter-top-p02638723.html
scrape-upper-003,Halter top - brown,Zara,Zara,300,850,INR,https://images.unsplash.com/photo-1485462537746-965f33f7f6a7?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/halter-top-p04424308.html,Brown,"S,M,L",upper-wear,Close,Available,2026-07-28,https://www.zara.com/in/en/halter-top-p04424308.html
scrape-upper-004,Draped halter top - brown,Zara,Zara,590,2950,INR,https://images.unsplash.com/photo-1594633312681-425c7b97ccd1?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/draped-halter-top-p06929264.html,Brown,"XS,S,M,L",upper-wear,Exact,Out of stock,2026-07-28,https://www.zara.com/in/en/draped-halter-top-p06929264.html
scrape-upper-005,Brown twist front draped halter top,Littlebox India,Littlebox,549,,INR,https://images.unsplash.com/photo-1581044777550-4cfa60707c03?auto=format&fit=crop&w=1100&h=1200&q=82,https://littleboxindia.com/products/brown-twist-front-draped-halter-top,Brown,"XS,S,M,L,XL",upper-wear,Exact,Backordered,2026-07-28,https://littleboxindia.com/products/brown-twist-front-draped-halter-top
scrape-upper-006,Brown halter neck wrap around top,The Clothing Factory,The Clothing Factory,2190,,INR,https://images.unsplash.com/photo-1558769132-cb1aea458c5e?auto=format&fit=crop&w=1100&h=1200&q=82,https://theclothingfactory.in/products/brown-halter-neck-wrap-around-top,Brown,"XS,S,M,L,XL,XXL",upper-wear,Close,Ready to ship,2026-07-28,https://theclothingfactory.in/products/brown-halter-neck-wrap-around-top
scrape-upper-007,Women brown halterneck top,H&M,Myntra,799,799,INR,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/tops/h26m/hm-women-brown-halterneck-top/17576222/buy,Brown,"XS,S,M,L",upper-wear,Close,Out of stock,2026-07-28,https://www.myntra.com/tops/h26m/hm-women-brown-halterneck-top/17576222/buy
scrape-lower-001,Women loose-fit wide leg trouser,H&M,Myntra,799,999,INR,https://images.unsplash.com/photo-1541099649105-f69ad21f3246?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/Trousers/H%26M/HM-Women-Loose-Fit-Wide-Leg-Trouser/27026358/buy,Black,"23,26,29,32,36,41,46",lower-wear,Exact,Available,2026-07-28,https://www.myntra.com/Trousers/H%26M/HM-Women-Loose-Fit-Wide-Leg-Trouser/27026358/buy
scrape-lower-002,Wide trousers - black,H&M,H&M,1019,1499,INR,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?auto=format&fit=crop&w=1100&h=1200&q=82,https://www2.hm.com/en_in/productpage.1301011001.html,Black,"XXS,XS,S,M,L,XL",lower-wear,Exact,Available,2026-07-28,https://www2.hm.com/en_in/productpage.1301011001.html
scrape-lower-003,Flowing palazzo trousers - black,Zara,Zara,1050,2050,INR,https://images.unsplash.com/photo-1483985988355-763728e1935b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/flowing-palazzo-trousers-p05580005.html,Black,"XS,S,M,L",lower-wear,Exact,Few items left,2026-07-28,https://www.zara.com/in/en/flowing-palazzo-trousers-p05580005.html
scrape-lower-004,Wide-leg long trousers - black,Zara,Zara,1500,2550,INR,https://images.unsplash.com/photo-1506629905607-d9d297d14c76?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/long-wide-leg-trousers-p05580008.html,Black,"XS,S,M,L",lower-wear,Exact,Available,2026-07-28,https://www.zara.com/in/en/long-wide-leg-trousers-p05580008.html
scrape-lower-005,Palazzo trousers with golden button - black,Zara,Zara,1150,2950,INR,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.zara.com/in/en/palazzo-trousers-with-gold-button-p02257782.html,Black,"XS,S,M,L",lower-wear,Close,Available,2026-07-28,https://www.zara.com/in/en/palazzo-trousers-with-gold-button-p02257782.html
scrape-lower-006,H&M wide trousers,H&M,Myntra,1499,1499,INR,https://images.unsplash.com/photo-1503342217505-b0a15ec3261c?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/Trousers/H%26M/HM-Wide-Trousers/39685978/buy,Black,"26,28,31,34,39",lower-wear,Close,Available,2026-07-28,https://www.myntra.com/Trousers/H%26M/HM-Wide-Trousers/39685978/buy
scrape-lower-007,Women black wide trousers,H&M,Myntra,2099,2099,INR,https://images.unsplash.com/photo-1473966968600-fa801b869a1a?auto=format&fit=crop&w=1100&h=1200&q=82,https://www.myntra.com/trousers/h26m/hm-women-black-wide-trousers/12346118/buy,Black,"26,28,31,34,39",lower-wear,Substitute,Out of stock,2026-07-28,https://www.myntra.com/trousers/h26m/hm-women-black-wide-trousers/12346118/buy
